               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 162,            0.012916,           0.0070138,                   0,             0.82764,              0.6423,             0.72709,             0.48749,            0.045701,           0.0092687,                   0,           0.0075478,           0.0075478,           0.0075478
                 163,            0.013221,            0.007179,                   0,              0.7861,              0.6687,             0.72993,             0.48847,             0.04566,           0.0092738,                   0,           0.0075326,           0.0075326,           0.0075326
                 164,            0.013142,           0.0070819,                   0,             0.78273,             0.67601,             0.73055,             0.48917,            0.045662,           0.0092867,                   0,           0.0075174,           0.0075174,           0.0075174
                 165,             0.01322,           0.0071062,                   0,             0.78972,             0.67757,             0.73206,             0.48933,            0.045725,           0.0093003,                   0,           0.0075022,           0.0075022,           0.0075022
                 166,             0.01316,            0.007065,                   0,             0.78622,               0.677,             0.73104,             0.49016,            0.045759,           0.0093172,                   0,           0.0074869,           0.0074869,           0.0074869
                 167,            0.013015,           0.0070653,                   0,             0.78564,             0.67551,             0.73058,              0.4886,            0.045785,           0.0093145,                   0,           0.0074717,           0.0074717,           0.0074717
                 168,            0.012875,           0.0070909,                   0,              0.7817,             0.67863,             0.72938,             0.48841,             0.04579,           0.0093279,                   0,           0.0074565,           0.0074565,           0.0074565
                 169,            0.013008,           0.0070891,                   0,             0.79794,             0.66615,             0.72859,             0.48755,            0.045779,           0.0093339,                   0,           0.0074412,           0.0074412,           0.0074412
                 170,            0.012418,            0.006941,                   0,             0.80771,              0.6651,             0.73113,             0.48924,            0.045777,           0.0093348,                   0,            0.007426,            0.007426,            0.007426
                 171,            0.012544,           0.0068273,                   0,             0.81098,             0.65884,             0.73075,             0.48882,            0.045784,           0.0093506,                   0,           0.0074108,           0.0074108,           0.0074108
                 172,            0.013013,           0.0069312,                   0,             0.80639,             0.65884,             0.72942,             0.48963,            0.045735,           0.0093443,                   0,           0.0073955,           0.0073955,           0.0073955
                 173,            0.012985,           0.0070445,                   0,             0.80993,             0.66021,             0.72937,             0.49074,            0.045712,           0.0093426,                   0,           0.0073803,           0.0073803,           0.0073803
                 174,            0.012604,           0.0069252,                   0,             0.80811,             0.66144,             0.73099,             0.49288,            0.045694,           0.0093479,                   0,           0.0073651,           0.0073651,           0.0073651
                 175,            0.012751,           0.0069474,                   0,             0.80356,             0.66144,             0.73074,             0.49251,            0.045657,           0.0093506,                   0,           0.0073498,           0.0073498,           0.0073498
                 176,             0.01303,           0.0070875,                   0,             0.80675,             0.65984,             0.73123,             0.49072,            0.045666,           0.0093616,                   0,           0.0073346,           0.0073346,           0.0073346
                 177,            0.013287,           0.0070466,                   0,              0.8104,             0.65551,             0.72939,             0.49092,            0.045667,           0.0093715,                   0,           0.0073194,           0.0073194,           0.0073194
                 178,            0.012799,           0.0069861,                   0,             0.80565,             0.66171,             0.72963,             0.48994,            0.045658,           0.0093857,                   0,           0.0073042,           0.0073042,           0.0073042
                 179,            0.012691,             0.00698,                   0,             0.81301,             0.65938,             0.72873,             0.48847,            0.045619,           0.0093849,                   0,           0.0072889,           0.0072889,           0.0072889
                 180,            0.013202,           0.0071228,                   0,             0.80202,             0.67239,             0.72792,             0.48695,            0.045618,           0.0093918,                   0,           0.0072737,           0.0072737,           0.0072737
                 181,            0.012603,           0.0069541,                   0,             0.80296,             0.66751,             0.72948,              0.4883,            0.045618,            0.009402,                   0,           0.0072585,           0.0072585,           0.0072585
                 182,            0.012682,           0.0068745,                   0,             0.81112,             0.65835,             0.72973,             0.48916,            0.045601,           0.0094085,                   0,           0.0072432,           0.0072432,           0.0072432
                 183,            0.012863,           0.0069571,                   0,             0.80914,             0.66035,             0.72867,             0.48797,            0.045608,           0.0094103,                   0,            0.007228,            0.007228,            0.007228
                 184,            0.012886,           0.0069227,                   0,             0.81262,             0.66563,             0.73024,             0.48826,            0.045598,           0.0094045,                   0,           0.0072128,           0.0072128,           0.0072128
                 185,            0.012823,           0.0068822,                   0,             0.81675,              0.6651,             0.73191,             0.48848,            0.045589,           0.0094033,                   0,           0.0071975,           0.0071975,           0.0071975
                 186,            0.013015,           0.0069657,                   0,             0.82018,             0.67203,             0.73558,             0.48964,            0.045553,           0.0094133,                   0,           0.0071823,           0.0071823,           0.0071823
                 187,             0.01289,           0.0069076,                   0,             0.83397,             0.66136,             0.73497,             0.49031,            0.045547,           0.0094259,                   0,           0.0071671,           0.0071671,           0.0071671
                 188,            0.012849,           0.0068903,                   0,             0.83516,             0.66091,             0.73588,             0.49017,            0.045532,           0.0094289,                   0,           0.0071518,           0.0071518,           0.0071518
                 189,             0.01283,           0.0069894,                   0,             0.83398,             0.66244,             0.73582,             0.49102,            0.045483,           0.0094245,                   0,           0.0071366,           0.0071366,           0.0071366
                 190,            0.012524,           0.0068232,                   0,             0.83669,              0.6562,             0.73539,             0.49222,            0.045455,           0.0094282,                   0,           0.0071214,           0.0071214,           0.0071214
                 191,            0.012975,           0.0069099,                   0,             0.83764,             0.65601,             0.73525,             0.49267,            0.045421,           0.0094284,                   0,           0.0071062,           0.0071062,           0.0071062
                 192,             0.01223,           0.0067301,                   0,             0.83257,             0.65934,             0.73486,              0.4925,            0.045401,           0.0094308,                   0,           0.0070909,           0.0070909,           0.0070909
                 193,            0.012701,           0.0068222,                   0,             0.83358,             0.66053,             0.73605,             0.49243,            0.045403,           0.0094317,                   0,           0.0070757,           0.0070757,           0.0070757
                 194,            0.012445,           0.0068861,                   0,             0.83826,             0.65517,              0.7341,             0.49227,            0.045383,           0.0094293,                   0,           0.0070605,           0.0070605,           0.0070605
                 195,            0.012752,            0.006777,                   0,             0.85141,             0.64835,             0.73513,             0.49304,            0.045361,           0.0094315,                   0,           0.0070452,           0.0070452,           0.0070452
                 196,            0.012741,           0.0070584,                   0,             0.83926,             0.65881,             0.73724,             0.49462,            0.045339,           0.0094276,                   0,             0.00703,             0.00703,             0.00703
                 197,            0.013135,            0.006967,                   0,             0.84295,             0.65825,             0.73709,              0.4944,            0.045314,           0.0094263,                   0,           0.0070148,           0.0070148,           0.0070148
                 198,            0.012222,           0.0067598,                   0,             0.84098,             0.65881,             0.73773,             0.49401,            0.045298,           0.0094199,                   0,           0.0069995,           0.0069995,           0.0069995
                 199,            0.012366,           0.0069157,                   0,             0.84135,             0.65874,             0.73845,              0.4942,             0.04529,           0.0094219,                   0,           0.0069843,           0.0069843,           0.0069843
                 200,            0.012452,           0.0069168,                   0,             0.84612,             0.65723,             0.73975,             0.49428,             0.04526,           0.0094238,                   0,           0.0069691,           0.0069691,           0.0069691
                 201,            0.012615,           0.0067218,                   0,             0.84507,             0.65723,             0.73992,             0.49425,            0.045256,           0.0094278,                   0,           0.0069538,           0.0069538,           0.0069538
                 202,            0.012771,           0.0070017,                   0,             0.84944,             0.65723,             0.73982,             0.49388,            0.045241,           0.0094243,                   0,           0.0069386,           0.0069386,           0.0069386
                 203,            0.012623,           0.0068195,                   0,             0.84606,              0.6557,             0.73914,               0.494,            0.045218,           0.0094227,                   0,           0.0069234,           0.0069234,           0.0069234
                 204,            0.012357,           0.0066369,                   0,             0.83934,             0.65507,             0.73788,             0.49365,            0.045187,            0.009421,                   0,           0.0069082,           0.0069082,           0.0069082
                 205,            0.012311,           0.0066232,                   0,             0.85212,              0.6503,             0.73809,             0.49426,            0.045176,            0.009417,                   0,           0.0068929,           0.0068929,           0.0068929
                 206,            0.011798,           0.0063767,                   0,             0.84469,             0.65831,             0.73926,             0.49443,            0.045173,           0.0094187,                   0,           0.0068777,           0.0068777,           0.0068777
                 207,            0.012204,           0.0065485,                   0,             0.85554,             0.65047,             0.73897,             0.49454,            0.045158,           0.0094218,                   0,           0.0068625,           0.0068625,           0.0068625
                 208,            0.012195,           0.0066942,                   0,             0.85735,             0.65002,             0.73959,              0.4957,            0.045161,           0.0094185,                   0,           0.0068472,           0.0068472,           0.0068472
                 209,             0.01201,           0.0066031,                   0,             0.85529,              0.6489,             0.73932,              0.4966,            0.045162,           0.0094145,                   0,            0.006832,            0.006832,            0.006832
                 210,            0.011831,           0.0066665,                   0,             0.83496,             0.65815,             0.73928,             0.49668,             0.04516,           0.0094174,                   0,           0.0068168,           0.0068168,           0.0068168
                 211,            0.012173,            0.006445,                   0,             0.85004,             0.64734,             0.73774,             0.49717,            0.045132,           0.0094177,                   0,           0.0068015,           0.0068015,           0.0068015
                 212,            0.011937,           0.0064561,                   0,             0.83328,             0.65831,             0.73828,             0.49766,            0.045112,           0.0094146,                   0,           0.0067863,           0.0067863,           0.0067863
                 213,            0.012123,           0.0065239,                   0,             0.84128,             0.65831,             0.73915,             0.49737,            0.045096,           0.0094122,                   0,           0.0067711,           0.0067711,           0.0067711
                 214,            0.011969,           0.0065798,                   0,             0.84504,             0.65711,              0.7387,             0.49732,            0.045077,           0.0094109,                   0,           0.0067558,           0.0067558,           0.0067558
                 215,            0.012053,           0.0065399,                   0,             0.84672,               0.657,             0.73921,             0.49666,            0.045062,           0.0094109,                   0,           0.0067406,           0.0067406,           0.0067406
                 216,            0.011907,           0.0066098,                   0,             0.84506,             0.65724,             0.73842,             0.49891,            0.045044,           0.0094104,                   0,           0.0067254,           0.0067254,           0.0067254
                 217,            0.012277,           0.0068134,                   0,             0.84181,             0.65792,             0.73792,             0.49864,            0.045024,           0.0094051,                   0,           0.0067102,           0.0067102,           0.0067102
                 218,            0.012115,           0.0066237,                   0,             0.84209,             0.65094,             0.73716,             0.49985,            0.045032,           0.0094033,                   0,           0.0066949,           0.0066949,           0.0066949
                 219,            0.011951,           0.0065668,                   0,              0.8421,             0.65099,             0.73872,             0.50017,            0.045027,           0.0093951,                   0,           0.0066797,           0.0066797,           0.0066797
                 220,            0.012119,           0.0064882,                   0,              0.8316,             0.66041,             0.74143,             0.49963,             0.04501,           0.0093916,                   0,           0.0066645,           0.0066645,           0.0066645
                 221,            0.011852,           0.0063953,                   0,             0.83027,             0.65835,             0.73955,             0.49911,            0.045013,           0.0093952,                   0,           0.0066492,           0.0066492,           0.0066492
                 222,            0.012038,           0.0064872,                   0,             0.82893,             0.65884,             0.74109,             0.49933,            0.045023,           0.0093937,                   0,            0.006634,            0.006634,            0.006634
                 223,            0.012014,           0.0066243,                   0,             0.84517,             0.64921,             0.74117,              0.4976,            0.045015,           0.0093955,                   0,           0.0066188,           0.0066188,           0.0066188
                 224,             0.01179,           0.0065084,                   0,             0.83599,             0.65411,             0.74051,             0.49779,            0.045014,           0.0093933,                   0,           0.0066035,           0.0066035,           0.0066035
                 225,            0.011778,           0.0063906,                   0,             0.82907,             0.66036,             0.73982,             0.49905,            0.045012,           0.0093923,                   0,           0.0065883,           0.0065883,           0.0065883
                 226,            0.011836,           0.0063817,                   0,             0.82892,             0.65968,             0.73936,             0.49809,            0.045012,           0.0093952,                   0,           0.0065731,           0.0065731,           0.0065731
                 227,            0.011827,           0.0064468,                   0,             0.83596,             0.66195,              0.7419,             0.49832,            0.045007,           0.0093934,                   0,           0.0065578,           0.0065578,           0.0065578
                 228,            0.011612,           0.0063778,                   0,             0.82944,             0.66354,             0.74192,             0.49882,            0.044997,           0.0093932,                   0,           0.0065426,           0.0065426,           0.0065426
                 229,            0.011522,           0.0063872,                   0,             0.82964,             0.66354,             0.74176,             0.49906,            0.044994,           0.0093916,                   0,           0.0065274,           0.0065274,           0.0065274
                 230,            0.011626,           0.0062574,                   0,             0.82959,             0.66354,             0.74181,             0.49906,            0.044975,           0.0093916,                   0,           0.0065122,           0.0065122,           0.0065122
                 231,            0.011653,           0.0063873,                   0,              0.8343,             0.66188,             0.74327,             0.49902,            0.044966,           0.0093916,                   0,           0.0064969,           0.0064969,           0.0064969
                 232,            0.011443,           0.0065198,                   0,              0.8342,             0.66197,              0.7439,             0.49974,            0.044969,           0.0093905,                   0,           0.0064817,           0.0064817,           0.0064817
                 233,            0.011868,           0.0064115,                   0,             0.83227,             0.66041,             0.74145,             0.49995,            0.044974,           0.0093928,                   0,           0.0064665,           0.0064665,           0.0064665
                 234,            0.011392,           0.0062636,                   0,             0.83418,             0.66197,             0.74264,             0.49966,            0.044967,           0.0093956,                   0,           0.0064512,           0.0064512,           0.0064512
                 235,            0.011667,           0.0064607,                   0,             0.83341,             0.66301,             0.74407,             0.50032,             0.04496,           0.0093991,                   0,            0.006436,            0.006436,            0.006436
                 236,            0.011706,           0.0063811,                   0,             0.82646,              0.6651,             0.74349,             0.50065,            0.044963,           0.0094028,                   0,           0.0064208,           0.0064208,           0.0064208
                 237,            0.011729,           0.0064228,                   0,             0.83165,             0.66301,             0.74478,             0.50089,            0.044972,           0.0094099,                   0,           0.0064055,           0.0064055,           0.0064055
                 238,            0.011798,            0.006457,                   0,             0.83394,             0.66301,             0.74487,             0.50181,            0.044961,           0.0094117,                   0,           0.0063903,           0.0063903,           0.0063903
                 239,            0.011571,           0.0064088,                   0,             0.83461,              0.6644,             0.74472,             0.50178,             0.04495,           0.0094142,                   0,           0.0063751,           0.0063751,           0.0063751
                 240,            0.011633,           0.0063741,                   0,             0.83928,             0.66297,             0.74552,             0.50198,            0.044938,            0.009421,                   0,           0.0063598,           0.0063598,           0.0063598
                 241,             0.01145,           0.0063199,                   0,             0.83925,             0.66197,             0.74414,             0.50214,            0.044928,           0.0094234,                   0,           0.0063446,           0.0063446,           0.0063446
                 242,            0.011118,           0.0063582,                   0,             0.83572,             0.66354,             0.74425,             0.50104,            0.044915,           0.0094228,                   0,           0.0063294,           0.0063294,           0.0063294
                 243,            0.011548,           0.0062859,                   0,             0.83726,             0.66019,             0.74258,             0.50181,            0.044906,           0.0094254,                   0,           0.0063142,           0.0063142,           0.0063142
                 244,            0.011775,           0.0064293,                   0,             0.83403,             0.66354,             0.74338,              0.5009,             0.04489,            0.009426,                   0,           0.0062989,           0.0062989,           0.0062989
                 245,            0.011476,           0.0063114,                   0,             0.83998,             0.65717,             0.74317,             0.50179,            0.044882,           0.0094283,                   0,           0.0062837,           0.0062837,           0.0062837
                 246,            0.011547,           0.0063651,                   0,              0.8386,             0.65862,             0.74342,             0.50181,            0.044882,           0.0094341,                   0,           0.0062685,           0.0062685,           0.0062685
                 247,            0.011499,           0.0062689,                   0,             0.84199,             0.65878,             0.74441,             0.50313,            0.044872,           0.0094357,                   0,           0.0062532,           0.0062532,           0.0062532
                 248,            0.011951,            0.006467,                   0,               0.842,             0.65882,              0.7441,             0.50357,            0.044883,           0.0094362,                   0,            0.006238,            0.006238,            0.006238
                 249,            0.012199,            0.006463,                   0,             0.84167,             0.65719,             0.74317,             0.50306,            0.044901,           0.0094414,                   0,           0.0062228,           0.0062228,           0.0062228
                 250,            0.011386,           0.0062788,                   0,             0.84437,             0.65415,             0.74342,              0.5032,              0.0449,           0.0094453,                   0,           0.0062075,           0.0062075,           0.0062075
                 251,            0.011416,           0.0062642,                   0,             0.84421,             0.65415,              0.7435,             0.50312,            0.044897,           0.0094482,                   0,           0.0061923,           0.0061923,           0.0061923
                 252,            0.011929,           0.0064278,                   0,              0.8357,             0.66354,             0.74446,             0.50405,            0.044898,           0.0094513,                   0,           0.0061771,           0.0061771,           0.0061771
                 253,            0.011273,           0.0063279,                   0,             0.83628,             0.66349,             0.74449,             0.50402,            0.044892,           0.0094533,                   0,           0.0061618,           0.0061618,           0.0061618
                 254,            0.011478,           0.0063154,                   0,             0.83611,             0.66354,             0.74422,             0.50397,            0.044887,           0.0094603,                   0,           0.0061466,           0.0061466,           0.0061466
                 255,            0.011647,           0.0063224,                   0,             0.83455,             0.66354,             0.74403,             0.50536,            0.044896,           0.0094669,                   0,           0.0061314,           0.0061314,           0.0061314
                 256,            0.011701,           0.0063723,                   0,             0.81572,             0.67606,             0.74489,             0.50476,            0.044891,           0.0094659,                   0,           0.0061162,           0.0061162,           0.0061162
                 257,            0.011659,           0.0062845,                   0,             0.83405,             0.66354,             0.74496,             0.50478,            0.044901,           0.0094681,                   0,           0.0061009,           0.0061009,           0.0061009
                 258,            0.011674,           0.0062556,                   0,             0.82087,             0.67516,             0.74727,             0.50564,            0.044898,           0.0094714,                   0,           0.0060857,           0.0060857,           0.0060857
                 259,            0.011846,           0.0063752,                   0,             0.81967,             0.67712,             0.74839,             0.50529,            0.044899,            0.009479,                   0,           0.0060705,           0.0060705,           0.0060705
                 260,             0.01157,           0.0062986,                   0,             0.81955,             0.67868,             0.74837,              0.5054,            0.044892,           0.0094793,                   0,           0.0060552,           0.0060552,           0.0060552
                 261,            0.011515,           0.0062433,                   0,             0.81947,             0.67762,             0.74668,             0.50524,            0.044878,           0.0094776,                   0,             0.00604,             0.00604,             0.00604
                 262,            0.011397,           0.0062104,                   0,             0.82158,             0.67737,             0.74756,             0.50504,            0.044869,           0.0094802,                   0,           0.0060248,           0.0060248,           0.0060248
                 263,            0.011456,            0.006247,                   0,             0.82241,             0.67401,             0.74604,             0.50506,            0.044863,           0.0094838,                   0,           0.0060095,           0.0060095,           0.0060095
                 264,            0.011236,           0.0061564,                   0,             0.82463,             0.67085,              0.7462,             0.50537,             0.04485,           0.0094899,                   0,           0.0059943,           0.0059943,           0.0059943
                 265,            0.011425,           0.0061964,                   0,             0.82643,             0.67241,             0.74783,               0.507,            0.044845,            0.009494,                   0,           0.0059791,           0.0059791,           0.0059791
                 266,             0.01124,           0.0062891,                   0,             0.82218,             0.67555,             0.74753,             0.50672,            0.044841,           0.0094945,                   0,           0.0059638,           0.0059638,           0.0059638
                 267,            0.011524,           0.0062204,                   0,             0.82631,             0.67712,             0.74909,             0.50657,            0.044841,           0.0094997,                   0,           0.0059486,           0.0059486,           0.0059486
                 268,            0.011513,           0.0064037,                   0,             0.82853,             0.67818,             0.74918,             0.50662,            0.044835,           0.0094982,                   0,           0.0059334,           0.0059334,           0.0059334
                 269,            0.011859,           0.0064002,                   0,             0.83071,             0.67791,             0.74958,              0.5071,            0.044822,           0.0094963,                   0,           0.0059182,           0.0059182,           0.0059182
                 270,            0.011028,           0.0061725,                   0,             0.82917,             0.67813,             0.74885,             0.50789,            0.044808,           0.0094946,                   0,           0.0059029,           0.0059029,           0.0059029
                 271,            0.011279,           0.0062566,                   0,             0.82547,             0.67975,              0.7484,             0.50794,            0.044797,           0.0094977,                   0,           0.0058877,           0.0058877,           0.0058877
                 272,            0.011142,           0.0063105,                   0,             0.82632,             0.67968,             0.74851,             0.50831,            0.044787,           0.0095033,                   0,           0.0058725,           0.0058725,           0.0058725
                 273,            0.011488,           0.0061997,                   0,              0.8245,             0.67975,             0.74876,              0.5082,             0.04478,           0.0095067,                   0,           0.0058572,           0.0058572,           0.0058572
                 274,            0.011455,             0.00628,                   0,             0.82253,             0.67818,             0.74724,             0.50792,            0.044773,           0.0095085,                   0,            0.005842,            0.005842,            0.005842
                 275,            0.011276,           0.0061085,                   0,             0.82286,             0.67818,             0.74684,             0.50737,            0.044754,           0.0095072,                   0,           0.0058268,           0.0058268,           0.0058268
                 276,            0.011605,           0.0063943,                   0,             0.82594,             0.67789,              0.7474,             0.50735,            0.044741,           0.0095056,                   0,           0.0058115,           0.0058115,           0.0058115
                 277,            0.011838,           0.0063127,                   0,              0.8318,              0.6719,             0.74711,             0.50712,             0.04473,           0.0095058,                   0,           0.0057963,           0.0057963,           0.0057963
                 278,            0.011609,           0.0063418,                   0,             0.83267,             0.67183,             0.74659,             0.50726,            0.044712,           0.0095046,                   0,           0.0057811,           0.0057811,           0.0057811
                 279,            0.011886,            0.006399,                   0,             0.83367,             0.67033,             0.74657,             0.50825,            0.044711,           0.0095074,                   0,           0.0057658,           0.0057658,           0.0057658
                 280,            0.011848,           0.0064459,                   0,             0.83383,             0.66958,             0.74631,             0.50832,            0.044701,           0.0095117,                   0,           0.0057506,           0.0057506,           0.0057506
                 281,             0.01177,           0.0062252,                   0,             0.83232,              0.6712,             0.74701,             0.50989,            0.044694,           0.0095124,                   0,           0.0057354,           0.0057354,           0.0057354
                 282,            0.011431,            0.006324,                   0,             0.82782,             0.67384,             0.74717,             0.51016,            0.044694,           0.0095099,                   0,           0.0057202,           0.0057202,           0.0057202
                 283,            0.011318,           0.0063854,                   0,              0.8278,             0.67402,             0.74736,                0.51,            0.044673,           0.0095129,                   0,           0.0057049,           0.0057049,           0.0057049
                 284,            0.011359,           0.0062556,                   0,             0.82828,             0.67244,             0.74625,             0.50989,            0.044655,           0.0095162,                   0,           0.0056897,           0.0056897,           0.0056897
                 285,              0.0116,            0.006388,                   0,             0.82902,             0.67138,             0.74606,             0.50998,            0.044645,            0.009515,                   0,           0.0056745,           0.0056745,           0.0056745
                 286,            0.011507,           0.0064441,                   0,             0.82748,             0.67138,             0.74584,             0.50987,            0.044631,           0.0095156,                   0,           0.0056592,           0.0056592,           0.0056592
                 287,            0.011765,           0.0065263,                   0,              0.8277,             0.66824,             0.74579,             0.50953,            0.044627,           0.0095197,                   0,            0.005644,            0.005644,            0.005644
                 288,            0.011353,           0.0061654,                   0,             0.84162,             0.66009,             0.74609,             0.51003,            0.044625,            0.009521,                   0,           0.0056288,           0.0056288,           0.0056288
                 289,            0.011629,            0.006428,                   0,             0.84787,             0.65619,             0.74608,             0.50957,             0.04462,            0.009522,                   0,           0.0056135,           0.0056135,           0.0056135
                 290,            0.011507,           0.0062178,                   0,             0.84785,              0.6561,             0.74647,             0.50959,            0.044601,           0.0095223,                   0,           0.0055983,           0.0055983,           0.0055983
                 291,            0.011343,           0.0060903,                   0,             0.84891,             0.65463,             0.74601,             0.51005,            0.044599,           0.0095245,                   0,           0.0055831,           0.0055831,           0.0055831
                 292,            0.011528,           0.0063006,                   0,             0.80686,             0.68289,             0.74628,             0.51025,            0.044588,           0.0095216,                   0,           0.0055678,           0.0055678,           0.0055678
                 293,            0.011278,            0.006288,                   0,             0.84333,             0.65913,             0.74501,             0.51083,            0.044596,           0.0095235,                   0,           0.0055526,           0.0055526,           0.0055526
                 294,            0.011285,           0.0061345,                   0,             0.84467,             0.65934,             0.74502,             0.51063,            0.044593,           0.0095247,                   0,           0.0055374,           0.0055374,           0.0055374
                 295,             0.01124,           0.0060728,                   0,             0.84498,             0.65888,             0.74521,             0.51043,            0.044582,           0.0095235,                   0,           0.0055222,           0.0055222,           0.0055222
                 296,            0.010582,           0.0057766,                   0,             0.84674,             0.65915,             0.74479,             0.51026,            0.044579,           0.0095267,                   0,           0.0055069,           0.0055069,           0.0055069
                 297,            0.010944,           0.0059742,                   0,             0.83922,             0.66405,             0.74603,             0.50945,            0.044575,           0.0095279,                   0,           0.0054917,           0.0054917,           0.0054917
                 298,            0.010926,           0.0060015,                   0,             0.83867,             0.66405,             0.74632,             0.51111,            0.044574,           0.0095275,                   0,           0.0054765,           0.0054765,           0.0054765
                 299,            0.010873,           0.0060432,                   0,              0.8406,             0.66232,             0.74604,             0.51126,            0.044584,           0.0095316,                   0,           0.0054612,           0.0054612,           0.0054612
                 300,            0.010624,           0.0059786,                   0,             0.83803,             0.66091,             0.74563,             0.51181,              0.0446,           0.0095361,                   0,            0.005446,            0.005446,            0.005446
                 301,            0.010871,           0.0058648,                   0,             0.83993,             0.65934,             0.74728,             0.51167,            0.044604,           0.0095419,                   0,           0.0054308,           0.0054308,           0.0054308
                 302,              0.0108,           0.0058971,                   0,             0.82556,             0.66864,             0.74731,             0.51183,            0.044605,           0.0095446,                   0,           0.0054155,           0.0054155,           0.0054155
                 303,            0.011032,            0.005882,                   0,             0.82395,             0.67033,             0.74738,             0.51104,            0.044609,           0.0095476,                   0,           0.0054003,           0.0054003,           0.0054003
                 304,            0.010817,           0.0060016,                   0,             0.82422,             0.67033,             0.74762,             0.51183,            0.044607,           0.0095546,                   0,           0.0053851,           0.0053851,           0.0053851
                 305,            0.010929,           0.0060579,                   0,             0.82843,             0.66719,             0.74848,             0.51268,            0.044606,            0.009557,                   0,           0.0053698,           0.0053698,           0.0053698
                 306,            0.010664,           0.0058864,                   0,             0.82829,             0.66719,             0.74898,             0.51253,            0.044612,           0.0095652,                   0,           0.0053546,           0.0053546,           0.0053546
                 307,            0.010977,           0.0059777,                   0,             0.82839,             0.66876,             0.74965,             0.51283,            0.044604,           0.0095634,                   0,           0.0053394,           0.0053394,           0.0053394
                 308,            0.010683,           0.0058562,                   0,             0.82689,             0.66876,             0.74924,             0.51255,            0.044602,           0.0095676,                   0,           0.0053242,           0.0053242,           0.0053242
                 309,            0.010639,           0.0059147,                   0,             0.82144,             0.67164,             0.74986,             0.51333,            0.044601,            0.009569,                   0,           0.0053089,           0.0053089,           0.0053089
                 310,            0.010817,           0.0059266,                   0,             0.83722,             0.66248,             0.75029,             0.51318,            0.044593,           0.0095727,                   0,           0.0052937,           0.0052937,           0.0052937
                 311,            0.010783,           0.0057858,                   0,             0.84272,              0.6561,             0.74965,             0.51319,            0.044601,           0.0095766,                   0,           0.0052785,           0.0052785,           0.0052785
                 312,            0.010787,           0.0059004,                   0,             0.83398,             0.66244,             0.74866,             0.51318,             0.04461,           0.0095815,                   0,           0.0052632,           0.0052632,           0.0052632
                 313,            0.010682,            0.005981,                   0,             0.83224,             0.66248,             0.74784,             0.51366,            0.044618,           0.0095884,                   0,            0.005248,            0.005248,            0.005248
                 314,            0.010687,           0.0058725,                   0,               0.831,             0.66387,             0.74798,             0.51323,            0.044625,           0.0095906,                   0,           0.0052328,           0.0052328,           0.0052328
                 315,            0.010657,           0.0058335,                   0,             0.82929,             0.66405,             0.74773,             0.51383,            0.044621,           0.0095936,                   0,           0.0052175,           0.0052175,           0.0052175
